,window_id,item_id_seq_train,item_id_target,wrong_time_delta_interaction,session,dup_check,dup_item_id_seq_train_list,item_id_sum,dup_id
2024,2024,15 7 15 7 15 7,15,0 0 0 0 0 0,1956.0,15 7 15 7 15 7_15,"[15, 7, 15, 7, 15, 7]",66,58
1993,1993,15 7 15 7 15 7,15,0 0 0 0 0 0,1935.0,15 7 15 7 15 7_15,"[15, 7, 15, 7, 15, 7]",66,58
1894,1894,15 7 15 7 15 7,15,0 0 0 0 0 0,1897.0,15 7 15 7 15 7_15,"[15, 7, 15, 7, 15, 7]",66,58
1732,1732,15 7 15 7 15 7,15,0 0 0 0 0 0,1824.0,15 7 15 7 15 7_15,"[15, 7, 15, 7, 15, 7]",66,58
1720,1720,15 7 15 7 15 7,15,0 0 0 0 0 0,1822.0,15 7 15 7 15 7_15,"[15, 7, 15, 7, 15, 7]",66,58
1626,1626,15 7 15 7 15 7,15,0 0 0 0 0 0,1693.0,15 7 15 7 15 7_15,"[15, 7, 15, 7, 15, 7]",66,58
2373,2373,15 7 15 7 15 7,2,0 0 0 0 0 0,2190.0,15 7 15 7 15 7_2,"[15, 7, 15, 7, 15, 7]",66,59
1871,1871,15 7 15 7 15 7,2,0 0 0 0 0 0,1893.0,15 7 15 7 15 7_2,"[15, 7, 15, 7, 15, 7]",66,59
1995,1995,15 7 15 7 15 7,7,0 0 0 0 0 0,1935.0,15 7 15 7 15 7_7,"[15, 7, 15, 7, 15, 7]",66,60
1721,1721,15 7 15 7 15 7,7,0 0 0 0 0 0,1822.0,15 7 15 7 15 7_7,"[15, 7, 15, 7, 15, 7]",66,60
1994,1994,15 7 15 7 15 7,7,0 0 0 0 0 0,1935.0,15 7 15 7 15 7_7,"[15, 7, 15, 7, 15, 7]",66,60
1629,1629,15 7 15 7 15,15,0 0 0 0 0,1693.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1873,1873,15 7 15 7 15,15,0 0 0 0 0,1893.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1874,1874,15 7 15 7 15,15,0 0 0 0 0,1893.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1646,1646,15 7 15 7 15,15,0 0 0 0 0,1705.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1645,1645,15 7 15 7 15,15,0 0 0 0 0,1705.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1644,1644,15 7 15 7 15,15,0 0 0 0 0,1705.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1329,1329,15 7 15 7 15,15,0 0 0 0 0,1513.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1643,1643,15 7 15 7 15,15,0 0 0 0 0,1705.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1630,1630,15 7 15 7 15,15,0 0 0 0 0,1693.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1952,1952,15 7 15 7 15,15,0 0 0 0 0,1930.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1997,1997,15 7 15 7 15,15,0 0 0 0 0,1935.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1628,1628,15 7 15 7 15,15,0 0 0 0 0,1693.0,15 7 15 7 15_15,"[15, 7, 15, 7, 15]",59,61
1474,1474,15 7 15 7 15,7,0 0 0 0 0,1647.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1722,1722,15 7 15 7 15,7,0 0 0 0 0,1822.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1185,1185,15 7 15 7 15,7,0 0 0 0 0,1381.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
842,842,15 7 15 7 15,7,0 0 0 0 0,1195.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1584,1584,15 7 15 7 15,7,0 0 0 0 0,1682.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1627,1627,15 7 15 7 15,7,0 0 0 0 0,1693.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1652,1652,15 7 15 7 15,7,0 0 0 0 0,1712.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1657,1657,15 7 15 7 15,7,0 0 0 0 0,1722.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1680,1680,15 7 15 7 15,7,0 0 0 0 0,1745.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1479,1479,15 7 15 7 15,7,0 0 0 0 0,1648.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1733,1733,15 7 15 7 15,7,0 0 0 0 0,1824.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1872,1872,15 7 15 7 15,7,0 0 0 0 0,1893.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1369,1369,15 7 15 7 15,7,0 0 0 0 0,1586.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1895,1895,15 7 15 7 15,7,0 0 0 0 0,1897.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1951,1951,15 7 15 7 15,7,0 0 0 0 0,1930.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1966,1966,15 7 15 7 15,7,0 0 0 0 0,1932.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1996,1996,15 7 15 7 15,7,0 0 0 0 0,1935.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
2025,2025,15 7 15 7 15,7,0 0 0 0 0,1956.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
2163,2163,15 7 15 7 15,7,0 0 0 0 0,2047.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
2374,2374,15 7 15 7 15,7,0 0 0 0 0,2190.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
4246,4246,15 7 15 7 15,7,0 0 0 0 0,5095.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
4410,4410,15 7 15 7 15,7,0 0 0 0 0,5354.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1393,1393,15 7 15 7 15,7,0 0 0 0 0,1601.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1279,1279,15 7 15 7 15,7,0 0 0 0 0,1403.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1328,1328,15 7 15 7 15,7,0 0 0 0 0,1513.0,15 7 15 7 15_7,"[15, 7, 15, 7, 15]",59,62
1499,1499,15 7 15 7 2 7 2 7 5 2 3 2 22 1 6,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1659.0,15 7 15 7 2 7 2 7 5 2 3 2 22 1 6_6,"[15, 7, 15, 7, 2, 7, 2, 7, 5, 2, 3, 2, 22, 1, 6]",103,63
1500,1500,15 7 15 7 2 7 2 7 5 2 3 2 22 1 6,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1659.0,15 7 15 7 2 7 2 7 5 2 3 2 22 1 6_6,"[15, 7, 15, 7, 2, 7, 2, 7, 5, 2, 3, 2, 22, 1, 6]",103,63
1186,1186,15 7 15 7,15,0 0 0 0,1381.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1280,1280,15 7 15 7,15,0 0 0 0,1403.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1330,1330,15 7 15 7,15,0 0 0 0,1513.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
843,843,15 7 15 7,15,0 0 0 0,1195.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1394,1394,15 7 15 7,15,0 0 0 0,1601.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
4247,4247,15 7 15 7,15,0 0 0 0,5095.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
2375,2375,15 7 15 7,15,0 0 0 0,2190.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
2164,2164,15 7 15 7,15,0 0 0 0,2047.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
2026,2026,15 7 15 7,15,0 0 0 0,1956.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1998,1998,15 7 15 7,15,0 0 0 0,1935.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1967,1967,15 7 15 7,15,0 0 0 0,1932.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1953,1953,15 7 15 7,15,0 0 0 0,1930.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1896,1896,15 7 15 7,15,0 0 0 0,1897.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1875,1875,15 7 15 7,15,0 0 0 0,1893.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1853,1853,15 7 15 7,15,0 0 0 0,1891.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1734,1734,15 7 15 7,15,0 0 0 0,1824.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1723,1723,15 7 15 7,15,0 0 0 0,1822.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1658,1658,15 7 15 7,15,0 0 0 0,1722.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1653,1653,15 7 15 7,15,0 0 0 0,1712.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1681,1681,15 7 15 7,15,0 0 0 0,1745.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1631,1631,15 7 15 7,15,0 0 0 0,1693.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1437,1437,15 7 15 7,15,0 0 0 0,1633.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1470,1470,15 7 15 7,15,0 0 0 0,1645.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1370,1370,15 7 15 7,15,0 0 0 0,1586.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1647,1647,15 7 15 7,15,0 0 0 0,1705.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1475,1475,15 7 15 7,15,0 0 0 0,1647.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
4411,4411,15 7 15 7,15,0 0 0 0,5354.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1585,1585,15 7 15 7,15,0 0 0 0,1682.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
1480,1480,15 7 15 7,15,0 0 0 0,1648.0,15 7 15 7_15,"[15, 7, 15, 7]",44,64
2455,2455,15 7 15 7,2,0 0 0 0,2253.0,15 7 15 7_2,"[15, 7, 15, 7]",44,65
2426,2426,15 7 15 7,2,0 0 0 0,2233.0,15 7 15 7_2,"[15, 7, 15, 7]",44,65
1513,1513,15 7 15 7,2,0 0 0 0,1659.0,15 7 15 7_2,"[15, 7, 15, 7]",44,65
1331,1331,15 7 15 7,7,0 0 0 0,1513.0,15 7 15 7_7,"[15, 7, 15, 7]",44,66
4248,4248,15 7 15 7,7,0 0 0 0,5095.0,15 7 15 7_7,"[15, 7, 15, 7]",44,66
1593,1593,15 7 15,2,0 0 0,1683.0,15 7 15_2,"[15, 7, 15]",37,67
1797,1797,15 7 15,2,0 0 0,1865.0,15 7 15_2,"[15, 7, 15]",37,67
2403,2403,15 7 15,2,0 0 0,2205.0,15 7 15_2,"[15, 7, 15]",37,67
2192,2192,15 7 15,2,0 0 0,2048.0,15 7 15_2,"[15, 7, 15]",37,67
839,839,15 7 15,4,0 0 0,1194.0,15 7 15_4,"[15, 7, 15]",37,68
2233,2233,15 7 15,4,0 0 0,2088.0,15 7 15_4,"[15, 7, 15]",37,68
2271,2271,15 7 15,5,0 0 0,2107.0,15 7 15_5,"[15, 7, 15]",37,69
2334,2334,15 7 15,5,0 0 0,2173.0,15 7 15_5,"[15, 7, 15]",37,69
1779,1779,15 7 15,5,0 0 0,1853.0,15 7 15_5,"[15, 7, 15]",37,69
1682,1682,15 7 15,7,0 0 0,1745.0,15 7 15_7,"[15, 7, 15]",37,70
1471,1471,15 7 15,7,0 0 0,1645.0,15 7 15_7,"[15, 7, 15]",37,70
1476,1476,15 7 15,7,0 0 0,1647.0,15 7 15_7,"[15, 7, 15]",37,70
1481,1481,15 7 15,7,0 0 0,1648.0,15 7 15_7,"[15, 7, 15]",37,70
1486,1486,15 7 15,7,0 0 0,1656.0,15 7 15_7,"[15, 7, 15]",37,70
1514,1514,15 7 15,7,0 0 0,1659.0,15 7 15_7,"[15, 7, 15]",37,70
1586,1586,15 7 15,7,0 0 0,1682.0,15 7 15_7,"[15, 7, 15]",37,70
1596,1596,15 7 15,7,0 0 0,1684.0,15 7 15_7,"[15, 7, 15]",37,70
1632,1632,15 7 15,7,0 0 0,1693.0,15 7 15_7,"[15, 7, 15]",37,70
1648,1648,15 7 15,7,0 0 0,1705.0,15 7 15_7,"[15, 7, 15]",37,70
1654,1654,15 7 15,7,0 0 0,1712.0,15 7 15_7,"[15, 7, 15]",37,70
1659,1659,15 7 15,7,0 0 0,1722.0,15 7 15_7,"[15, 7, 15]",37,70
1438,1438,15 7 15,7,0 0 0,1633.0,15 7 15_7,"[15, 7, 15]",37,70
1402,1402,15 7 15,7,0 0 0,1615.0,15 7 15_7,"[15, 7, 15]",37,70
1388,1388,15 7 15,7,0 0 0,1600.0,15 7 15_7,"[15, 7, 15]",37,70
1662,1662,15 7 15,7,0 0 0,1730.0,15 7 15_7,"[15, 7, 15]",37,70
1385,1385,15 7 15,7,0 0 0,1598.0,15 7 15_7,"[15, 7, 15]",37,70
1371,1371,15 7 15,7,0 0 0,1586.0,15 7 15_7,"[15, 7, 15]",37,70
1339,1339,15 7 15,7,0 0 0,1541.0,15 7 15_7,"[15, 7, 15]",37,70
1332,1332,15 7 15,7,0 0 0,1513.0,15 7 15_7,"[15, 7, 15]",37,70
1310,1310,15 7 15,7,0 0 0,1467.0,15 7 15_7,"[15, 7, 15]",37,70
1281,1281,15 7 15,7,0 0 0,1403.0,15 7 15_7,"[15, 7, 15]",37,70
1187,1187,15 7 15,7,0 0 0,1381.0,15 7 15_7,"[15, 7, 15]",37,70
1077,1077,15 7 15,7,0 0 0,1339.0,15 7 15_7,"[15, 7, 15]",37,70
973,973,15 7 15,7,0 0 0,1299.0,15 7 15_7,"[15, 7, 15]",37,70
927,927,15 7 15,7,0 0 0,1260.0,15 7 15_7,"[15, 7, 15]",37,70
844,844,15 7 15,7,0 0 0,1195.0,15 7 15_7,"[15, 7, 15]",37,70
1395,1395,15 7 15,7,0 0 0,1601.0,15 7 15_7,"[15, 7, 15]",37,70
1673,1673,15 7 15,7,0 0 0,1743.0,15 7 15_7,"[15, 7, 15]",37,70
2341,2341,15 7 15,7,0 0 0,2182.0,15 7 15_7,"[15, 7, 15]",37,70
1694,1694,15 7 15,7,0 0 0,1794.0,15 7 15_7,"[15, 7, 15]",37,70
4412,4412,15 7 15,7,0 0 0,5354.0,15 7 15_7,"[15, 7, 15]",37,70
4372,4372,15 7 15,7,0 0 0,5307.0,15 7 15_7,"[15, 7, 15]",37,70
4249,4249,15 7 15,7,0 0 0,5095.0,15 7 15_7,"[15, 7, 15]",37,70
2456,2456,15 7 15,7,0 0 0,2253.0,15 7 15_7,"[15, 7, 15]",37,70
2427,2427,15 7 15,7,0 0 0,2233.0,15 7 15_7,"[15, 7, 15]",37,70
2408,2408,15 7 15,7,0 0 0,2216.0,15 7 15_7,"[15, 7, 15]",37,70
2376,2376,15 7 15,7,0 0 0,2190.0,15 7 15_7,"[15, 7, 15]",37,70
2344,2344,15 7 15,7,0 0 0,2184.0,15 7 15_7,"[15, 7, 15]",37,70
2338,2338,15 7 15,7,0 0 0,2176.0,15 7 15_7,"[15, 7, 15]",37,70
2212,2212,15 7 15,7,0 0 0,2087.0,15 7 15_7,"[15, 7, 15]",37,70
2165,2165,15 7 15,7,0 0 0,2047.0,15 7 15_7,"[15, 7, 15]",37,70
2326,2326,15 7 15,7,0 0 0,2170.0,15 7 15_7,"[15, 7, 15]",37,70
2027,2027,15 7 15,7,0 0 0,1956.0,15 7 15_7,"[15, 7, 15]",37,70
1704,1704,15 7 15,7,0 0 0,1807.0,15 7 15_7,"[15, 7, 15]",37,70
1724,1724,15 7 15,7,0 0 0,1822.0,15 7 15_7,"[15, 7, 15]",37,70
2044,2044,15 7 15,7,0 0 0,1975.0,15 7 15_7,"[15, 7, 15]",37,70
1854,1854,15 7 15,7,0 0 0,1891.0,15 7 15_7,"[15, 7, 15]",37,70
1876,1876,15 7 15,7,0 0 0,1893.0,15 7 15_7,"[15, 7, 15]",37,70
1735,1735,15 7 15,7,0 0 0,1824.0,15 7 15_7,"[15, 7, 15]",37,70
1954,1954,15 7 15,7,0 0 0,1930.0,15 7 15_7,"[15, 7, 15]",37,70
1968,1968,15 7 15,7,0 0 0,1932.0,15 7 15_7,"[15, 7, 15]",37,70
1999,1999,15 7 15,7,0 0 0,1935.0,15 7 15_7,"[15, 7, 15]",37,70
2004,2004,15 7 15,7,0 0 0,1941.0,15 7 15_7,"[15, 7, 15]",37,70
1897,1897,15 7 15,7,0 0 0,1897.0,15 7 15_7,"[15, 7, 15]",37,70
1034,1034,15 7 2 15,7,0 0 0 0,1315.0,15 7 2 15_7,"[15, 7, 2, 15]",39,71
1784,1784,15 7 2 15,7,0 0 0 0,1857.0,15 7 2 15_7,"[15, 7, 2, 15]",39,71
1406,1406,15 7 2 15,7,0 0 0 0,1628.0,15 7 2 15_7,"[15, 7, 2, 15]",39,71
968,968,15 7 2 15,7,0 0 0 0,1298.0,15 7 2 15_7,"[15, 7, 2, 15]",39,71
1020,1020,15 7 2 15,7,0 0 0 0,1310.0,15 7 2 15_7,"[15, 7, 2, 15]",39,71
1030,1030,15 7 2 15,7,0 0 0 0,1314.0,15 7 2 15_7,"[15, 7, 2, 15]",39,71
1903,1903,15 7 2 4 5 2 14 2 7 2,2,0 0 0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2 7 2_2,"[15, 7, 2, 4, 5, 2, 14, 2, 7, 2]",60,72
1902,1902,15 7 2 4 5 2 14 2 7 2,2,0 0 0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2 7 2_2,"[15, 7, 2, 4, 5, 2, 14, 2, 7, 2]",60,72
1912,1912,15 7 2 4 5 2 14 2,2,0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2_2,"[15, 7, 2, 4, 5, 2, 14, 2]",51,73
1911,1911,15 7 2 4 5 2 14 2,2,0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2_2,"[15, 7, 2, 4, 5, 2, 14, 2]",51,73
1907,1907,15 7 2 4 5 2 14 2,2,0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2_2,"[15, 7, 2, 4, 5, 2, 14, 2]",51,73
1908,1908,15 7 2 4 5 2 14 2,2,0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2_2,"[15, 7, 2, 4, 5, 2, 14, 2]",51,73
1909,1909,15 7 2 4 5 2 14 2,2,0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2_2,"[15, 7, 2, 4, 5, 2, 14, 2]",51,73
1910,1910,15 7 2 4 5 2 14 2,2,0 0 0 0 0 0 0 0,1908.0,15 7 2 4 5 2 14 2_2,"[15, 7, 2, 4, 5, 2, 14, 2]",51,73
1916,1916,15 7 2 4,5,0 0 0 0,1908.0,15 7 2 4_5,"[15, 7, 2, 4]",28,74
2464,2464,15 7 2 4,5,0 0 0 0,2254.0,15 7 2 4_5,"[15, 7, 2, 4]",28,74
1786,1786,15 7 2,15,0 0 0,1857.0,15 7 2_15,"[15, 7, 2]",24,75
1031,1031,15 7 2,15,0 0 0,1314.0,15 7 2_15,"[15, 7, 2]",24,75
1035,1035,15 7 2,15,0 0 0,1315.0,15 7 2_15,"[15, 7, 2]",24,75
1407,1407,15 7 2,15,0 0 0,1628.0,15 7 2_15,"[15, 7, 2]",24,75
1021,1021,15 7 2,15,0 0 0,1310.0,15 7 2_15,"[15, 7, 2]",24,75
969,969,15 7 2,15,0 0 0,1298.0,15 7 2_15,"[15, 7, 2]",24,75
1005,1005,15 7 2,15,0 0 0,1307.0,15 7 2_15,"[15, 7, 2]",24,75
1107,1107,15 7 2,15,0 0 0,1342.0,15 7 2_15,"[15, 7, 2]",24,75
970,970,15 7 2,2,0 0 0,1298.0,15 7 2_2,"[15, 7, 2]",24,76
2433,2433,15 7 2,2,0 0 0,2242.0,15 7 2_2,"[15, 7, 2]",24,76
1408,1408,15 7 2,2,0 0 0,1628.0,15 7 2_2,"[15, 7, 2]",24,76
1409,1409,15 7 2,2,0 0 0,1628.0,15 7 2_2,"[15, 7, 2]",24,76
1578,1578,15 7 2,2,0 0 0,1671.0,15 7 2_2,"[15, 7, 2]",24,76
2303,2303,15 7 2,2,0 0 0,2146.0,15 7 2_2,"[15, 7, 2]",24,76
2431,2431,15 7 2,2,0 0 0,2242.0,15 7 2_2,"[15, 7, 2]",24,76
2432,2432,15 7 2,2,0 0 0,2242.0,15 7 2_2,"[15, 7, 2]",24,76
1917,1917,15 7 2,4,0 0 0,1908.0,15 7 2_4,"[15, 7, 2]",24,77
2465,2465,15 7 2,4,0 0 0,2254.0,15 7 2_4,"[15, 7, 2]",24,77
2014,2014,15 7 5,2,0 0 0,1944.0,15 7 5_2,"[15, 7, 5]",27,78
1602,1602,15 7 5,2,0 0 0,1687.0,15 7 5_2,"[15, 7, 5]",27,78
1877,1877,15 7,15,0 0,1893.0,15 7_15,"[15, 7]",22,79
1695,1695,15 7,15,0 0,1794.0,15 7_15,"[15, 7]",22,79
1780,1780,15 7,15,0 0,1853.0,15 7_15,"[15, 7]",22,79
1736,1736,15 7,15,0 0,1824.0,15 7_15,"[15, 7]",22,79
2193,2193,15 7,15,0 0,2048.0,15 7_15,"[15, 7]",22,79
1725,1725,15 7,15,0 0,1822.0,15 7_15,"[15, 7]",22,79
1705,1705,15 7,15,0 0,1807.0,15 7_15,"[15, 7]",22,79
1683,1683,15 7,15,0 0,1745.0,15 7_15,"[15, 7]",22,79
1674,1674,15 7,15,0 0,1743.0,15 7_15,"[15, 7]",22,79
1663,1663,15 7,15,0 0,1730.0,15 7_15,"[15, 7]",22,79
1855,1855,15 7,15,0 0,1891.0,15 7_15,"[15, 7]",22,79
1799,1799,15 7,15,0 0,1865.0,15 7_15,"[15, 7]",22,79
1969,1969,15 7,15,0 0,1932.0,15 7_15,"[15, 7]",22,79
1955,1955,15 7,15,0 0,1930.0,15 7_15,"[15, 7]",22,79
2206,2206,15 7,15,0 0,2056.0,15 7_15,"[15, 7]",22,79
2213,2213,15 7,15,0 0,2087.0,15 7_15,"[15, 7]",22,79
2234,2234,15 7,15,0 0,2088.0,15 7_15,"[15, 7]",22,79
2272,2272,15 7,15,0 0,2107.0,15 7_15,"[15, 7]",22,79
2327,2327,15 7,15,0 0,2170.0,15 7_15,"[15, 7]",22,79
2335,2335,15 7,15,0 0,2173.0,15 7_15,"[15, 7]",22,79
2339,2339,15 7,15,0 0,2176.0,15 7_15,"[15, 7]",22,79
2342,2342,15 7,15,0 0,2182.0,15 7_15,"[15, 7]",22,79
2345,2345,15 7,15,0 0,2184.0,15 7_15,"[15, 7]",22,79
2377,2377,15 7,15,0 0,2190.0,15 7_15,"[15, 7]",22,79
1898,1898,15 7,15,0 0,1897.0,15 7_15,"[15, 7]",22,79
2404,2404,15 7,15,0 0,2205.0,15 7_15,"[15, 7]",22,79
2428,2428,15 7,15,0 0,2233.0,15 7_15,"[15, 7]",22,79
2457,2457,15 7,15,0 0,2253.0,15 7_15,"[15, 7]",22,79
4250,4250,15 7,15,0 0,5095.0,15 7_15,"[15, 7]",22,79
4373,4373,15 7,15,0 0,5307.0,15 7_15,"[15, 7]",22,79
4413,4413,15 7,15,0 0,5354.0,15 7_15,"[15, 7]",22,79
2045,2045,15 7,15,0 0,1975.0,15 7_15,"[15, 7]",22,79
2028,2028,15 7,15,0 0,1956.0,15 7_15,"[15, 7]",22,79
2005,2005,15 7,15,0 0,1941.0,15 7_15,"[15, 7]",22,79
2000,2000,15 7,15,0 0,1935.0,15 7_15,"[15, 7]",22,79
1660,1660,15 7,15,0 0,1722.0,15 7_15,"[15, 7]",22,79
2409,2409,15 7,15,0 0,2216.0,15 7_15,"[15, 7]",22,79
1655,1655,15 7,15,0 0,1712.0,15 7_15,"[15, 7]",22,79
2166,2166,15 7,15,0 0,2047.0,15 7_15,"[15, 7]",22,79
1633,1633,15 7,15,0 0,1693.0,15 7_15,"[15, 7]",22,79
1439,1439,15 7,15,0 0,1633.0,15 7_15,"[15, 7]",22,79
1403,1403,15 7,15,0 0,1615.0,15 7_15,"[15, 7]",22,79
1396,1396,15 7,15,0 0,1601.0,15 7_15,"[15, 7]",22,79
1389,1389,15 7,15,0 0,1600.0,15 7_15,"[15, 7]",22,79
1386,1386,15 7,15,0 0,1598.0,15 7_15,"[15, 7]",22,79
1372,1372,15 7,15,0 0,1586.0,15 7_15,"[15, 7]",22,79
1340,1340,15 7,15,0 0,1541.0,15 7_15,"[15, 7]",22,79
1472,1472,15 7,15,0 0,1645.0,15 7_15,"[15, 7]",22,79
1649,1649,15 7,15,0 0,1705.0,15 7_15,"[15, 7]",22,79
1282,1282,15 7,15,0 0,1403.0,15 7_15,"[15, 7]",22,79
1188,1188,15 7,15,0 0,1381.0,15 7_15,"[15, 7]",22,79
1078,1078,15 7,15,0 0,1339.0,15 7_15,"[15, 7]",22,79
974,974,15 7,15,0 0,1299.0,15 7_15,"[15, 7]",22,79
928,928,15 7,15,0 0,1260.0,15 7_15,"[15, 7]",22,79
845,845,15 7,15,0 0,1195.0,15 7_15,"[15, 7]",22,79
840,840,15 7,15,0 0,1194.0,15 7_15,"[15, 7]",22,79
1311,1311,15 7,15,0 0,1467.0,15 7_15,"[15, 7]",22,79
1477,1477,15 7,15,0 0,1647.0,15 7_15,"[15, 7]",22,79
1333,1333,15 7,15,0 0,1513.0,15 7_15,"[15, 7]",22,79
1487,1487,15 7,15,0 0,1656.0,15 7_15,"[15, 7]",22,79
1482,1482,15 7,15,0 0,1648.0,15 7_15,"[15, 7]",22,79
1597,1597,15 7,15,0 0,1684.0,15 7_15,"[15, 7]",22,79
1594,1594,15 7,15,0 0,1683.0,15 7_15,"[15, 7]",22,79
1587,1587,15 7,15,0 0,1682.0,15 7_15,"[15, 7]",22,79
1515,1515,15 7,15,0 0,1659.0,15 7_15,"[15, 7]",22,79
2434,2434,15 7,2,0 0,2242.0,15 7_2,"[15, 7]",22,80
2324,2324,15 7,2,0 0,2168.0,15 7_2,"[15, 7]",22,80
892,892,15 7,2,0 0,1233.0,15 7_2,"[15, 7]",22,80
2304,2304,15 7,2,0 0,2146.0,15 7_2,"[15, 7]",22,80
1918,1918,15 7,2,0 0,1908.0,15 7_2,"[15, 7]",22,80
1787,1787,15 7,2,0 0,1857.0,15 7_2,"[15, 7]",22,80
1006,1006,15 7,2,0 0,1307.0,15 7_2,"[15, 7]",22,80
1022,1022,15 7,2,0 0,1310.0,15 7_2,"[15, 7]",22,80
2466,2466,15 7,2,0 0,2254.0,15 7_2,"[15, 7]",22,80
971,971,15 7,2,0 0,1298.0,15 7_2,"[15, 7]",22,80
1635,1635,15 7,2,0 0,1695.0,15 7_2,"[15, 7]",22,80
1318,1318,15 7,2,0 0,1487.0,15 7_2,"[15, 7]",22,80
1410,1410,15 7,2,0 0,1628.0,15 7_2,"[15, 7]",22,80
1108,1108,15 7,2,0 0,1342.0,15 7_2,"[15, 7]",22,80
1036,1036,15 7,2,0 0,1315.0,15 7_2,"[15, 7]",22,80
1032,1032,15 7,2,0 0,1314.0,15 7_2,"[15, 7]",22,80
